GROUP,STOCK CODE,DESCRIPTION,DESCRIPTION2,SUPP PART NO,ORDER NO,OUR REF,SUPP REF,SUPP NAME,DEPOT,DEL DATE,ORDER QTY,TO DELIV,RECVD,INVCD,QTY CST VAL,TO DELIV CST VAL,RECVD CST VAL,INVCD CST VAL,EXCH RATE,FOREIGN CURR
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,6139,LAUREN24CHR1069F-10,HAI003,haining hifasters industrial co ltd,WB,,,2240,2240,0,0,4166.40,4166.40,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,6733,LAUREN,HAI003,haining hifasters industrial co ltd,WA,,,6080,6080,0,0,11308.80,11308.80,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,6734,LAUREN,HAI003,haining hifasters industrial co ltd,WA,,,6080,6080,0,0,11308.80,11308.80,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,6822,LAUREN,HAI003,haining hifasters industrial co ltd,GL,,,1600,1600,0,0,2976.00,2976.00,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7016,25CHR1007F-6,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,6080,6080,0,0,11195.71,11195.71,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7040,24CHR1037F,HAI003,haining hifasters industrial co ltd,WB,05/08/2025,,3840,3840,0,0,7142.40,7142.40,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,6080,6080,0,0,11195.71,11195.71,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7169,25CHR1014F-1,HAI003,haining hifasters industrial co ltd,WB,25/08/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7170,25CHR1014F-2,HAI003,haining hifasters industrial co ltd,WB,25/08/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7171,25CHR1014F-4,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7172,25CHR1014F-5,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CFT,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7173,25CHR1014F-6,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
COI,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7174,25CHR1014F-7,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7176,25CHR1014F-9,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,6080,6080,0,0,10822.40,10822.40,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7240,25CHR1007F-4,HAI003,haining hifasters industrial co ltd,WB,05/08/2025,,6080,6080,0,0,11195.71,11195.71,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7313,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7314,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7315,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7316,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7317,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7318,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7319,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7320,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7407,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7408,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7409,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON253M,25MM CONDUIT 3M CLASS 4,25MM CONDUIT 3M CLASS 4,,7410,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,10336.00,10336.00,0.00,0.00,0.00
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,6723,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,14166.40,14166.40,0.00,0.00,0.00
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,6813,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,14166.40,14166.40,0.00,0.00,0.00
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,6814,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,14166.40,14166.40,0.00,0.00,0.00
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,6815,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,6080,6080,0,0,14166.40,14166.40,0.00,0.00,0.00
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,6822,LAUREN,HAI003,haining hifasters industrial co ltd,GL,,,1600,1600,0,0,3728.00,3728.00,0.00,0.00,0.00
CON,CON32GCLASS4,32MM CLASS 4 CONDUIT 3.75,32MM CLASS 4 CONDUIT 3.75,,6139,LAUREN24CHR1069F-10,HAI003,haining hifasters industrial co ltd,WB,,,2300,2300,0,0,7889.00,7889.00,0.00,0.00,0.00
CON,CON32GCLASS4,32MM CLASS 4 CONDUIT 3.75,32MM CLASS 4 CONDUIT 3.75,,7040,24CHR1037F,HAI003,haining hifasters industrial co ltd,WB,05/08/2025,,1300,1300,0,0,4459.00,4459.00,0.00,0.00,0.00
CON,BC010/12,m12 g clamp,m12 g clamp,,6505,24CHR1062F-10,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,5000,5000,0,0,1756.50,1756.50,0.00,0.00,0.00
CON,FLANGEM10,M10 FLANGE NUTS DIN6923 BZP,M10 FLANGE NUTS DIN6923 BZP,(X100),7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,3000,3000,0,0,2787.00,2787.00,0.00,0.00,0.00
CON,FW24,M24 FLAT WASHER BZP (100) BS,M24 FLAT WASHER BZP (100) BS,EN 7091,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,24,24,0,0,69.72,69.72,0.00,0.00,0.00
CON,FW6,M6 FLAT WASHER BZP (100) BS EN,M6 FLAT WASHER BZP (100) BS EN,DIN125A,7240,25CHR1007F-4,HAI003,haining hifasters industrial co ltd,WB,05/08/2025,,525,525,0,0,54.60,54.60,0.00,0.00,0.00
CON,HEXM12GALV,M12 HEX NUTS GALV x100,M12 HEX NUTS GALV x100,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,240,240,0,0,264.00,264.00,0.00,0.00,0.00
CON,HEXM24,M24 HEX NUT (50) BZP din934,M24 HEX NUT (50) BZP din934,,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,40,40,0,0,12.72,12.72,0.00,0.00,0.00
CON,HEXS1020,M10X20 HEX SETSCREW (100) BZP,M10X20 HEX SETSCREW (100) BZP,DIN 933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,1020,1020,0,0,1477.98,1477.98,0.00,0.00,0.00
CON,HEXS1025,M10X25 HEX SETSCREW (100) BZP,M10X25 HEX SETSCREW (100) BZP,DIN933,6889,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,2704,2704,0,0,4569.76,4569.76,0.00,0.00,0.00
CON,HEXS1025,M10X25 HEX SETSCREW (100) BZP,M10X25 HEX SETSCREW (100) BZP,DIN933,7016,25CHR1007F-6,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,1296,1296,0,0,2190.24,2190.24,0.00,0.00,0.00
CON,HEXS1025,M10X25 HEX SETSCREW (100) BZP,M10X25 HEX SETSCREW (100) BZP,DIN933,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,2700,2700,0,0,4563.00,4563.00,0.00,0.00,0.00
CON,HEXS1025,M10X25 HEX SETSCREW (100) BZP,M10X25 HEX SETSCREW (100) BZP,DIN933,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,408,408,0,0,665.04,665.04,0.00,0.00,0.00
CON,HEXS1025,M10X25 HEX SETSCREW (100) BZP,M10X25 HEX SETSCREW (100) BZP,DIN933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,1524,1524,0,0,2484.12,2484.12,0.00,0.00,0.00
CON,HEXS1025,M10X25 HEX SETSCREW (100) BZP,M10X25 HEX SETSCREW (100) BZP,DIN933,7241,24CHR1069F-9 REXEL/4301694,HAI003,haining hifasters industrial co ltd,WB,05/09/2025,,2160,2160,0,0,3520.80,3520.80,0.00,0.00,0.00
CON,HEXS1030,M10X30 HEX SETSCREW (100) BZP,M10X30 HEX SETSCREW (100) BZP,DIN933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,636,636,0,0,1113.64,1113.64,0.00,0.00,0.00
CON,HEXS1030,M10X30 HEX SETSCREW (100) BZP,M10X30 HEX SETSCREW (100) BZP,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,1000,1000,0,0,1751.00,1751.00,0.00,0.00,0.00
CON,HEXS1030GALV,M10 X 30 GALV SET SCREWS X 100,M10 X 30 GALV SET SCREWS X 100,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,408,408,0,0,836.81,836.81,0.00,0.00,0.00
CON,HEXS1035HDG,10X35 HEXS SETS HDG X 100,10X35 HEXS SETS HDG X 100,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,208,208,0,0,475.90,475.90,0.00,0.00,0.00
CON,HEXS1040,M10X40 HEX SETSCREW (100) BZP,M10X40 HEX SETSCREW (100) BZP,DIN933,6889,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,40,40,0,0,86.08,86.08,0.00,0.00,0.00
CON,HEXS1040,M10X40 HEX SETSCREW (100) BZP,M10X40 HEX SETSCREW (100) BZP,DIN933,7016,25CHR1007F-6,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,360,360,0,0,774.72,774.72,0.00,0.00,0.00
CON,HEXS1040,M10X40 HEX SETSCREW (100) BZP,M10X40 HEX SETSCREW (100) BZP,DIN933,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,40,40,0,0,86.08,86.08,0.00,0.00,0.00
CON,HEXS1040,M10X40 HEX SETSCREW (100) BZP,M10X40 HEX SETSCREW (100) BZP,DIN933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,360,360,0,0,721.44,721.44,0.00,0.00,0.00
CON,HEXS1050,M10X50 HEX SETSCREW (100) BZP,M10X50 HEX SETSCREW (100) BZP,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,400,400,0,0,935.20,935.20,0.00,0.00,0.00
NBW,HEXS1230,M12X30 HEX SETSCREW (100) BZP,M12X30 HEX SETSCREW (100) BZP,DIN933,6726,LAUREN,HAI003,haining hifasters industrial co ltd,WB,12/08/2025,,270,270,0,0,685.26,685.26,0.00,0.00,0.00
NBW,HEXS1640,M16X40 HEX SETSCREW (50) BZP,M16X40 HEX SETSCREW (50) BZP,DIN933,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,27,27,0,0,82.54,82.54,0.00,0.00,0.00
NBW,HEXS2055,M20X55 HEX SETSCREW (100) BZP,M20X55 HEX SETSCREW (100) BZP,DIN933,7241,24CHR1069F-9 REXEL/4301694,HAI003,haining hifasters industrial co ltd,WB,05/09/2025,,2,2,0,0,2.59,2.59,0.00,0.00,0.00
NBW,HEXS2460,24X60 HEXSCREW (100) BZP,24X60 HEXSCREW (100) BZP,,7241,24CHR1069F-9 REXEL/4301694,HAI003,haining hifasters industrial co ltd,WB,05/09/2025,,9,9,0,0,19.33,19.33,0.00,0.00,0.00
NBW,HEXS620,M6X20 HEX SETSCREW (100) BZP B,M6X20 HEX SETSCREW (100) BZP B,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,100,100,0,0,44.90,44.90,0.00,0.00,0.00
NBW,HEXS625,M6X25 HEX SETSCREW (100) BZP B,M6X25 HEX SETSCREW (100) BZP B,DIN933,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,420,420,0,0,212.94,212.94,0.00,0.00,0.00
NBW,HEXS625,M6X25 HEX SETSCREW (100) BZP B,M6X25 HEX SETSCREW (100) BZP B,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,600,600,0,0,304.20,304.20,0.00,0.00,0.00
NBW,HEXS635,M6X35 HEX SETSCREW (100) BZP B,M6X35 HEX SETSCREW (100) BZP B,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,100,100,0,0,63.80,63.80,0.00,0.00,0.00
NBW,HEXS640,M6X40 HEX SETSCREW (100) BZP B,M6X40 HEX SETSCREW (100) BZP B,DIN933,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,264,264,0,0,193.78,193.78,0.00,0.00,0.00
NBW,HEXS820,M8X20 HEX SETSCREW (100) BZP B,M8X20 HEX SETSCREW (100) BZP B,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,500,500,0,0,407.00,407.00,0.00,0.00,0.00
NBW,HEXS825,M8X25 HEX SETSCREW (100) BZP B,M8X25 HEX SETSCREW (100) BZP B,DIN933,6726,LAUREN,HAI003,haining hifasters industrial co ltd,WB,12/08/2025,,2160,2160,0,0,1982.88,1982.88,0.00,0.00,0.00
NBW,HEXS825,M8X25 HEX SETSCREW (100) BZP B,M8X25 HEX SETSCREW (100) BZP B,DIN933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,1440,1440,0,0,1321.92,1321.92,0.00,0.00,0.00
NBW,HEXS825,M8X25 HEX SETSCREW (100) BZP B,M8X25 HEX SETSCREW (100) BZP B,DIN933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,400,400,0,0,367.20,367.20,0.00,0.00,0.00
NBW,HEXS825,M8X25 HEX SETSCREW (100) BZP B,M8X25 HEX SETSCREW (100) BZP B,DIN933,7241,24CHR1069F-9 REXEL/4301694,HAI003,haining hifasters industrial co ltd,WB,05/09/2025,,3600,3600,0,0,3304.80,3304.80,0.00,0.00,0.00
NBW,HEXS835,M8X35 HEX SETSCREW (100) BZP B,M8X35 HEX SETSCREW (100) BZP B,DIN933,6889,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,200,200,0,0,226.80,226.80,0.00,0.00,0.00
NBW,HEXS835,M8X35 HEX SETSCREW (100) BZP B,M8X35 HEX SETSCREW (100) BZP B,DIN933,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,300,300,0,0,340.20,340.20,0.00,0.00,0.00
NBW,HEXS840,M8X40 HEX SETSCREW (100) BZP B,M8X40 HEX SETSCREW (100) BZP B,DIN933,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,204,204,0,0,254.80,254.80,0.00,0.00,0.00
NBW,HEXS840,M8X40 HEX SETSCREW (100) BZP B,M8X40 HEX SETSCREW (100) BZP B,DIN933,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,108,108,0,0,134.89,134.89,0.00,0.00,0.00
NBW,HEXS840,M8X40 HEX SETSCREW (100) BZP B,M8X40 HEX SETSCREW (100) BZP B,DIN933,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,200,200,0,0,249.80,249.80,0.00,0.00,0.00
NBW,PW1025,M10 X 25 PENNY WASHER X 100,M10 X 25 PENNY WASHER X 100,,6505,24CHR1062F-10,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,4860,4860,0,0,1759.32,1759.32,0.00,0.00,0.00
NBW,PW1025,M10 X 25 PENNY WASHER X 100,M10 X 25 PENNY WASHER X 100,,6726,LAUREN,HAI003,haining hifasters industrial co ltd,WB,12/08/2025,,6480,6480,0,0,2345.76,2345.76,0.00,0.00,0.00
NBW,PW1025,M10 X 25 PENNY WASHER X 100,M10 X 25 PENNY WASHER X 100,,7172,25CHR1014F-5,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,9720,9720,0,0,3518.64,3518.64,0.00,0.00,0.00
NBW,PW1025,M10 X 25 PENNY WASHER X 100,M10 X 25 PENNY WASHER X 100,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,1620,1620,0,0,586.44,586.44,0.00,0.00,0.00
NBW,PW1030GALV,PENNY WASHERS M10X30MM HDG X,PENNY WASHERS M10X30MM HDG X,100,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,270,270,0,0,211.68,211.68,0.00,0.00,0.00
NBW,PW1225GALV,PENNY WASHERS 12 X 25 HOT DIP,PENNY WASHERS 12 X 25 HOT DIP,GALV EA,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,225,225,0,0,90.23,90.23,0.00,0.00,0.00
NBW,PW1230GALV,m12 x 30 penny washers x100,m12 x 30 penny washers x100,galv,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,360,360,0,0,255.60,255.60,0.00,0.00,0.00
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,M6X25 PENNY WASHER BZP (100) B,BSEN7091,6505,24CHR1062F-10,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,12960,12960,0,0,4885.92,4885.92,0.00,0.00,0.00
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,M6X25 PENNY WASHER BZP (100) B,BSEN7091,6726,LAUREN,HAI003,haining hifasters industrial co ltd,WB,12/08/2025,,3240,3240,0,0,1221.48,1221.48,0.00,0.00,0.00
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,M6X25 PENNY WASHER BZP (100) B,BSEN7091,7171,25CHR1014F-4,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,19440,19440,0,0,7328.88,7328.88,0.00,0.00,0.00
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,M6X25 PENNY WASHER BZP (100) B,BSEN7091,7172,25CHR1014F-5,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,1620,1620,0,0,610.74,610.74,0.00,0.00,0.00
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,M6X25 PENNY WASHER BZP (100) B,BSEN7091,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,4860,4860,0,0,1832.22,1832.22,0.00,0.00,0.00
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,M6X25 PENNY WASHER BZP (100) B,BSEN7091,7240,25CHR1007F-4,HAI003,haining hifasters industrial co ltd,WB,05/08/2025,,6480,6480,0,0,2442.96,2442.96,0.00,0.00,0.00
NBW,PW625GALV,M6 X 25 PENNY WASHERS X 100 GA,M6 X 25 PENNY WASHERS X 100 GA,GALV,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,450,450,0,0,186.30,186.30,0.00,0.00,0.00
NBW,PW825GALV,M8x25 PENNY WASHERS GALV X100,M8x25 PENNY WASHERS GALV X100,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,810,810,0,0,335.34,335.34,0.00,0.00,0.00
NBW,PW830,M8X30 PENNY WASHER BZP (100) B,M8X30 PENNY WASHER BZP (100) B,BSEN7091,7174,25CHR1014F-7,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,870,870,0,0,491.55,491.55,0.00,0.00,0.00
NBW,RNB608,M6X8MM ROOFING NUT & BOLTS X,M6X8MM ROOFING NUT & BOLTS X,100,7172,25CHR1014F-5,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,100,100,0,0,58.00,58.00,0.00,0.00,0.00
NBW,RNB612,M6X12 ROOFING NUT AND BOLT X 1,M6X12 ROOFING NUT AND BOLT X 1,100,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,2000,2000,0,0,1382.00,1382.00,0.00,0.00,0.00
NBW,RNB616,M6X16 ROOFING NUT AND BOLTX100,M6X16 ROOFING NUT AND BOLTX100,,7175,25CHR1014F-8,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,2010,2010,0,0,1491.42,1491.42,0.00,0.00,0.00
NBW,RNB616,M6X16 ROOFING NUT AND BOLTX100,M6X16 ROOFING NUT AND BOLTX100,,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,3000,3000,0,0,2226.00,2226.00,0.00,0.00,0.00
NBW,RNB620,M6X20 ROOFING NUT AND BOLT X 1,M6X20 ROOFING NUT AND BOLT X 1,100,6726,LAUREN,HAI003,haining hifasters industrial co ltd,WB,12/08/2025,,2700,2700,0,0,2076.30,2076.30,0.00,0.00,0.00
NBW,RNB620,M6X20 ROOFING NUT AND BOLT X 1,M6X20 ROOFING NUT AND BOLT X 1,100,7172,25CHR1014F-5,HAI003,haining hifasters industrial co ltd,WB,02/09/2025,,4000,4000,0,0,3184.00,3184.00,0.00,0.00,0.00
NBW,RNB625,M6X25 ROOFING NUT AND BOLT X 1,M6X25 ROOFING NUT AND BOLT X 1,100,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,3000,3000,0,0,2598.00,2598.00,0.00,0.00,0.00
NBW,RNB640,M6 X 40 ROOFING NUTS & BOLTS X,M6 X 40 ROOFING NUTS & BOLTS X,100,6973,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,200,200,0,0,218.20,218.20,0.00,0.00,0.00
NBW,RNB640,M6 X 40 ROOFING NUTS & BOLTS X,M6 X 40 ROOFING NUTS & BOLTS X,100,7095,25CHR1007F-5,HAI003,haining hifasters industrial co ltd,WB,11/08/2025,,200,200,0,0,218.20,218.20,0.00,0.00,0.00
NBW,RNB640,M6 X 40 ROOFING NUTS & BOLTS X,M6 X 40 ROOFING NUTS & BOLTS X,100,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,200,200,0,0,218.20,218.20,0.00,0.00,0.00
NBW,RNB640,M6 X 40 ROOFING NUTS & BOLTS X,M6 X 40 ROOFING NUTS & BOLTS X,100,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,300,300,0,0,327.30,327.30,0.00,0.00,0.00
NBW,RODCON10,M10 THREADED ROD CONNECTOR BZP,M10 THREADED ROD CONNECTOR BZP,X100,7177,25CHR1014F-3,HAI003,haining hifasters industrial co ltd,WB,26/08/2025,,180,180,0,0,655.92,655.92,0.00,0.00,0.00
NBW,RODCON10,M10 THREADED ROD CONNECTOR BZP,M10 THREADED ROD CONNECTOR BZP,X100,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,200,200,0,0,745.00,745.00,0.00,0.00,0.00
NBW,SW10,M10 SPRING WASHER X100,M10 SPRING WASHER X100,,7174,25CHR1014F-7,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,135,135,0,0,33.35,33.35,0.00,0.00,0.00
NBW,SW12,M12 SPRING WASHER (100),M12 SPRING WASHER (100),,7174,25CHR1014F-7,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,135,135,0,0,49.68,49.68,0.00,0.00,0.00
NBW,SW6,M6 SPRING WASHER X100,M6 SPRING WASHER X100,,7240,25CHR1007F-4,HAI003,haining hifasters industrial co ltd,WB,05/08/2025,,525,525,0,0,77.18,77.18,0.00,0.00,0.00
NBW,SW8,m8 spring washer x 100,m8 spring washer x 100,,7174,25CHR1014F-7,HAI003,haining hifasters industrial co ltd,WB,19/09/2025,,105,105,0,0,16.38,16.38,0.00,0.00,0.00
ROD,WA10,M10 WEDGE ANCHORS BZP X100,M10 WEDGE ANCHORS BZP X100,,7246,NICOLA,HAI003,haining hifasters industrial co ltd,WB,,,200,200,0,0,236.40,236.40,0.00,0.00,0.00
ROD,WA10,M10 WEDGE ANCHORS BZP X100,M10 WEDGE ANCHORS BZP X100,,7418,LAUREN,HAI003,haining hifasters industrial co ltd,WB,,,100,100,0,0,118.20,118.20,0.00,0.00,0.00
ROD,RODM10,M10X3MTR THREADED ROD,M10X3MTR THREADED ROD,EACH,6925,LAUREN,HAI003,haining hifasters industrial co ltd,WA,,,20000,20000,0,0,12642.00,12642.00,0.00,0.00,0.00
